Scale ID,Chain Scale,Affiliation Name,Aff Parent Company Name,
3,Upscale Chains,Hotel Keihan,"Keihan Holdings Co., Ltd.",
6,Economy Chains,Hotel Livemax,"Live Max Co., Ltd.",
3,Upscale Chains,Hotel Metropolitan,East Japan Railway Company,
6,Economy Chains,Mister Bed Hotels,Hotel Mister Bed,
3,Upscale Chains,Hotel Monterey,Hotel Monterey,
4,Upper Midscale Chains,Hotel MyStays,"MYSTAYS HOTEL MANAGEMENT Co., Ltd.",
5,Midscale Chains,Neo Hotels,Archipelago International,
2,Upper Upscale Chains,Hotel Nikko,"Okura Nikko Hotel Management Co.,Ltd",
4,Upper Midscale Chains,Hotel Oceania,Oceania Hotels,
3,Upscale Chains,Hotel Pearl City,HMI Hotel Group,
5,Midscale Chains,Hotel RH,RH Hoteles,
3,Upscale Chains,Hotel RL,RLH Corporation,
4,Upper Midscale Chains,Hotel Royal Orchid,Royal Orchid Hotels,
5,Midscale Chains,Hotel Santika,Santika Indonesia Hotels & Resorts,
4,Upper Midscale Chains,Hotel Santika Premiere,Santika Indonesia Hotels & Resorts,
3,Upscale Chains,Hotel Servigroup,Hotel Servigroup,
6,Economy Chains,Hotel Stars,MBI Group,
4,Upper Midscale Chains,Hotel Trusty,Resort Trust,
4,Upper Midscale Chains,Hotel Villa Fontaine,Sumitomo Real Estate Villa Fontaine Ltd.,
4,Upper Midscale Chains,Hotel White Bear Family,White Bear Family Resort Co.,
5,Midscale Chains,Hotel Wing International,"Minacia Co., Ltd",
5,Midscale Chains,Hoteles H2,Hoteles H2,
4,Upper Midscale Chains,Hoteles MS,Hoteles MS,
6,Economy Chains,Hoteles Serena,Hoteles Serena,
3,Upscale Chains,House of Daniel Thwaites AF,Daniel Thwaites PLC,
3,Upscale Chains,House of Fisher Serviced Apartments,T A Fisher Group,
6,Economy Chains,Howard Johnson,Wyndham Hotels & Resorts,
4,Upper Midscale Chains,Howard Johnson China,Wyndham Hotels & Resorts,
2,Upper Upscale Chains,H-TOP Hotels,H-TOP Hotels & Resorts Group,
3,Upscale Chains,HUALUXE Hotels & Resorts,IHG Hotels & Resorts,
6,Economy Chains,hub by Premier Inn,Whitbread Group,
4,Upper Midscale Chains,Hunguest,Hunguest,
3,Upscale Chains,Hotel Husa,Husa Hotels Group,
2,Upper Upscale Chains,Hyatt,Hyatt,
2,Upper Upscale Chains,Hyatt Centric,Hyatt,
3,Upscale Chains,Hyatt House,Hyatt,
3,Upscale Chains,Hyatt Place,Hyatt,
7,Independents,Hyatt Place,Hyatt,
2,Upper Upscale Chains,Hyatt Regency,Hyatt,
7,Independents,Hyatt Regency,Hyatt,
1,Luxury Chains,Hyatt Zilara,Hyatt,
1,Luxury Chains,Hyatt Ziva,Hyatt,
1,Luxury Chains,Iberostar Grand Collection,Iberostar Group,
3,Upscale Chains,Iberostar Hotels & Resorts,Iberostar Group,
3,Upscale Chains,Iberotel Hotels,Tui Group,
5,Midscale Chains,ibis Hotel,Accor Hotels,
6,Economy Chains,ibis budget,Accor Hotels,
5,Midscale Chains,ibis Styles,Accor Hotels,
2,Upper Upscale Chains,IC Hotels,IC Hotels,
1,Luxury Chains,Icelandair Hotel,Icelandair Hotels,
5,Midscale Chains,Idea Hotels,Idea Hotels,
4,Upper Midscale Chains,IFA Hotels & Resorts,Lopesan Group,
3,Upscale Chains,IHCL SeleQtions,The Indian Hotels Company Limited,
1,Luxury Chains,Imperial,Imperial Group of Hotels,
3,Upscale Chains,Imperial Hotels Group,Imperial Hotels Group,
5,Midscale Chains,Imperial London Hotels,Imperial London Hotels Limited,
5,Midscale Chains,Ingenia Holidays,Ingenia Communities,
5,Midscale Chains,Inna Hotels & Resorts AF,Inna Hotels & Resorts,
5,Midscale Chains,Innkeeper's Lodge,Mitchells & Butlers plc,
4,Upper Midscale Chains,Inns North,Inns North,
3,Upscale Chains,Innside by Melia,Meli¨¢ Hotels,
5,Midscale Chains,InnSuites Hotels,InnSuites Hospitality,
3,Upscale Chains,InterCity Hotel Group,ICH Hotel Management,
4,Upper Midscale Chains,IntercityHotel,Deutsche Hospitality,
1,Luxury Chains,InterContinental,IHG Hotels & Resorts,
6,Economy Chains,InTown Suites,InTown Suites,
2,Upper Upscale Chains,Inwood Hotels AF,Inwood Hotels,
4,Upper Midscale Chains,Isle of Capri,Tropicana Entertainment,
1,Luxury Chains,Isrotel,Isrotel Ltd,
2,Upper Upscale Chains,ITC,ITC Hotels Ltd,
2,Upper Upscale Chains,JA,JA Resorts & Hotels,
6,Economy Chains,Jameson Inn,RLH Corporation,
1,Luxury Chains,Jaz,Jaz Hotel Group,
3,Upscale Chains,Jaz in the City,Deutsche Hospitality,
6,Economy Chains,Jennings,Marston's plc,
2,Upper Upscale Chains,Jetwing Hotels,Jetwing Hotels Ltd.,
5,Midscale Chains,JI Hotels,Huazhu Hotels Group,
6,Economy Chains,Jiayi Hotels,Shandong Inzone Grace Inn. Co.,
3,Upscale Chains,Jin Jiang Hotel,"Jin Jiang International (Holdings) Co., Ltd.",
6,Economy Chains,JinJiang Inns,"Jin Jiang International (Holdings) Co., Ltd.",
6,Economy Chains,JinJiang Inn Style AF,"Jin Jiang International (Holdings) Co., Ltd.",
4,Upper Midscale Chains,JinJiang Metropolo Hotels,"Jin Jiang International (Holdings) Co., Ltd.",
3,Upscale Chains,Jinling,Jinling Hotels & Resorts,
6,Economy Chains,Jin's Inn,Jinling Hotels & Resorts,
3,Upscale Chains,Jinshi International,"Nantong Jinshi Shiyuan Hotel Co., Ltd.",
2,Upper Upscale Chains,Joie De Vivre,Hyatt,
6,Economy Chains,Joy Inn,Shandong Inzone Grace Inn. Co.,
3,Upscale Chains,JOYA,Huazhu Hotels Group,
4,Upper Midscale Chains,JR East Hotel Mets,East Japan Railway Company,
5,Midscale Chains,JUFA Hotels,JUFA Holding GmbH,
1,Luxury Chains,Jumeirah,Jumeirah Group,
4,Upper Midscale Chains,Jurys Inns,Leonardo Hotels 2,
1,Luxury Chains,JW Marriott,Marriott International,
3,Upscale Chains,K+K Hotel,Event Hotelgruppe,
4,Upper Midscale Chains,Kagum Hotel,Kagum Hotels,
5,Midscale Chains,Keio Presso Inn,Keio Presso Inn,
1,Luxury Chains,Kempinski Hotels,Kempinski Hotels & Resorts,
2,Upper Upscale Chains,Kenzi Hotel,Kenzi Hotels Group,
6,Economy Chains,Key West Inn,Cobblestone Hotels,
5,Midscale Chains,Keys Hotels & Resorts,Lemon Tree Hotels Limited,
2,Upper Upscale Chains,Kimpton,IHG Hotels & Resorts,
5,Midscale Chains,Kingsgate Hotels,Millennium & Copthorne Global,
3,Upscale Chains,Kipriotis Hotels,Kipriotis Hotels,
6,Economy Chains,Knights Inn,RLH Corporation,
5,Midscale Chains,Kuretake Inn,"Kuretakeso Co, Ltd",
5,Midscale Chains,Kuretake Inn Premium,"Kuretakeso Co, Ltd",
5,Midscale Chains,Kyriad,Groupe du Louvre,
6,Economy Chains,Kyriad Direct,Groupe du Louvre,
4,Upper Midscale Chains,Kyriad Prestige,Groupe du Louvre,
4,Upper Midscale Chains,La Quinta Inns & Suites,Wyndham Hotels & Resorts,
4,Upper Midscale Chains,Lake District Hotels,Lake District Hotels Ltd,
5,Midscale Chains,Lakeview Distinctive Hotels,Lakeview Hotels & Resorts,
3,Upscale Chains,Landidyll Hotel,Landidyll Hotels & Restaurants,
1,Luxury Chains,Langham,Langham Hotels International,
3,Upscale Chains,Lapland Hotels,Lapland Hotels,
3,Upscale Chains,Larkspur Landing,Larkspur Landing,
4,Upper Midscale Chains,Lavande Hotel Group,"Jin Jiang International (Holdings) Co., Ltd.",
2,Upper Upscale Chains,Le Meridien,Marriott International,
4,Upper Midscale Chains,Leeden Hotel,Grand Hotel Management Group,
1,Luxury Chains,The Leela Palace & Resorts,The Leela Palace & Resorts,
2,Upper Upscale Chains,Legacy Hotels,The Legacy Group,
4,Upper Midscale Chains,Legacy Hotels  UK,Legacy Hotels & Resorts Ltd,
3,Upscale Chains,Legacy Vacation Club,"Legacy Vacation Club Services, LLC",
5,Midscale Chains,Leisure Inn,Prince Hotels & Resorts,
2,Upper Upscale Chains,Leisureplex Holiday Hotels,Alfa Leisureplex Group,
6,Economy Chains,Lemon Hotel,Lemon Hotels,
5,Midscale Chains,Lemon Tree Hotel,Lemon Tree Hotels Limited,
4,Upper Midscale Chains,Lemon Tree Premier,Lemon Tree Hotels Limited,
4,Upper Midscale Chains,Leonardo Boutique Hotel,Sunflower Management GmbH & Co. KG,
4,Upper Midscale Chains,Leonardo Hotels,Sunflower Management GmbH & Co. KG,
3,Upscale Chains,Leonardo Royal Hotel,Sunflower Management GmbH & Co. KG,
4,Upper Midscale Chains,Lexington,RLH Corporation,
3,Upscale Chains,LifeClass Hotels & Resorts,Istrabenz Turizem d.d.,
3,Upscale Chains,"Lindner Hotels, Inc",Dupe,
6,Economy Chains,Lite Hotel,Aqua-Aston Hospitality,
2,Upper Upscale Chains,Live Aqua,Grupo Posadas,
4,Upper Midscale Chains,Living Hotels,Derag Living Hotels,
6,Economy Chains,Lochs & Glens Holidays,Lochs & Glens Holidays,
2,Upper Upscale Chains,Locke by SACO,Edyn Group,
1,Luxury Chains,Loews,Loews Corporation,
3,Upscale Chains,Loisir Hotel,Solare Hotels & Resorts,
5,Midscale Chains,Lords Inn Hotels & Developers Ltd.,Lords Inn Hotels & Developers Ltd.,
3,Upscale Chains,Lotte City Hotels,Lotte Hotels & Resorts,
1,Luxury Chains,Lotte Hotels & Resorts,Lotte Hotels & Resorts,
2,Upper Upscale Chains,Louis Hotels,Louis Group,
5,Midscale Chains,Loyalty Inn,Fairbridge Hotels International,
2,Upper Upscale Chains,Luca Hotels & Resorts,Riu Hotels & Resorts,
1,Luxury Chains,Lungarno Hotels,Lungarno Hotels,
1,Luxury Chains,LUX*,The Lux Collective Ltd.,
1,Luxury Chains,Luxury Bahia Principe,Grupo Pinero,
1,Luxury Chains,Luxury Collection,Marriott International,
3,Upscale Chains,Luxury Family Hotels,Luxury Family Hotels,
1,Luxury Chains,LXR Hotels & Resorts,Hilton Worldwide,
2,Upper Upscale Chains,Lyric Suites,Lyric Hospitality,
6,Economy Chains,M Star,Magnuson Companies LLC,
3,Upscale Chains,Macdonald Hotels,Macdonald Hotels & Resorts,
5,Midscale Chains,Maeva,Maeva,
2,Upper Upscale Chains,Magnolia Hotel,Stout Street Hospitality,
5,Midscale Chains,Magnolia Hotels,"Jin Jiang International (Holdings) Co., Ltd.",
6,Economy Chains,Magnotel,"Jin Jiang International (Holdings) Co., Ltd.",
5,Midscale Chains,Magnuson,Magnuson Companies LLC,
4,Upper Midscale Chains,Magnuson Grand,Magnuson Companies LLC,
5,Midscale Chains,MainStay Suites,"Choice Hotels International, Inc.",
3,Upscale Chains,Maistra,Maistra Hospitality Group,
3,Upscale Chains,Maldron Hotels,Dalata Hotel Group PLC,
2,Upper Upscale Chains,Malmaison,Frasers Hospitality,
4,Upper Midscale Chains,Mama Shelter,Accor Hotels,
3,Upscale Chains,Mamaison,Mamaison Hotels & Residences,
1,Luxury Chains,Mandarin Oriental Hotel Group,Mandarin Oriental Hotels,
5,Midscale Chains,Mango Hotels AF,Apodis Hotels & Resorts Ltd,
1,Luxury Chains,Mantis Collection,Accor Hotels,
3,Upscale Chains,Mantra,Accor Hotels,
4,Upper Midscale Chains,Manxin Hotels,Huazhu Hotels Group,
5,Midscale Chains,Mapple Hotels,Mapple Hotels & Resorts,
3,Upscale Chains,Marco Polo,Wharf Hotels Management,
2,Upper Upscale Chains,Margaritaville,Margaritaville Holdings LLC,
3,Upscale Chains,Maritim,Maritim Hotels,
2,Upper Upscale Chains,Marlin Apartments,Marlin Apartments Management,
2,Upper Upscale Chains,Marriott,Marriott International,
2,Upper Upscale Chains,Marriott Conference Center,Marriott International,
2,Upper Upscale Chains,Marriott Executive Apartments,Marriott International,
6,Economy Chains,Marston's Inns,Marston's plc,
2,Upper Upscale Chains,Marti,Marti Hotels & Marinas,
3,Upscale Chains,Martin's Hotels,Martin's Hotels,
6,Economy Chains,Master Hosts Inns,"Hospitality International, Inc.",
5,Midscale Chains,Mastiff Hotels,Citrus Hotels & Resorts,
4,Upper Midscale Chains,Max Hotels & Resorts,Max Hotels & Resorts,
4,Upper Midscale Chains,MaxOne Hotels,Milestone Pacific Hotel Group,
5,Midscale Chains,MAXX by Steigenberger,Deutsche Hospitality,
1,Luxury Chains,Mayfair Hotels & Resorts,Mayfair Hotels & Resorts,
6,Economy Chains,McDreams Hotels,McDreams Hotel GmbH,
1,Luxury Chains,ME,Meli¨¢ Hotels,
3,Upscale Chains,Median Hotels,MBI Group,
4,Upper Midscale Chains,Mehood Hotels,Mehood Hotels,
6,Economy Chains,MEININGER Hotels,Meininger Hotels,
3,Upscale Chains,Melia,Meli¨¢ Hotels,
2,Upper Upscale Chains,Melia Boutique,Meli¨¢ Hotels,
2,Upper Upscale Chains,Memories Resorts & Spas,Blue Diamond Resorts,
4,Upper Midscale Chains,Mercure Hotels,Accor Hotels,
5,Midscale Chains,Merit Hotels,Amerian Hoteles,
2,Upper Upscale Chains,Meriton Suites,Meriton Suites,
2,Upper Upscale Chains,Meritus Hotels & Resorts,OUE Limited,
5,Midscale Chains,Merlin,The Merlin Phuket Hotels & Resorts,
4,Upper Midscale Chains,Metro Hotels,Metro Hotels Pty Ltd,
3,Upscale Chains,Metro Inns,Metro Inns Hotels,
4,Upper Midscale Chains,Metropark,Metropark,
2,Upper Upscale Chains,MGallery by Sofitel,Accor Hotels,
2,Upper Upscale Chains,MH Apartment,MH Apartments,
6,Economy Chains,Microtel Inn & Suites by Wyndham,Wyndham Hotels & Resorts,
2,Upper Upscale Chains,Millennium Hotels,Millennium & Copthorne Global,
6,Economy Chains,Milton Hotels,Milton Hotel & Residences,
6,Economy Chains,Mint Hotels,Xylem Integrated Solutions Private Limited,
2,Upper Upscale Chains,Mint House,Mint House,
1,Luxury Chains,Miraval,Hyatt,
2,Upper Upscale Chains,Mitsis,Mitsis Hotels,
3,Upscale Chains,Mitsui Garden Hotel,"Mitsui Fudosan Hotel Management Co., Ltd",
3,Upscale Chains,Miyako Hotels,Miyako Hotels,
4,Upper Midscale Chains,mk hotels,Lindner Group,
3,Upscale Chains,Movenpick,Accor Hotels,
3,Upscale Chains,Mogador Hotels & Resorts,Mogador Hotels & Resorts,
1,Luxury Chains,Mokara,Omni Hotels & Resorts,
1,Luxury Chains,Montage Hotels,Montage International,
1,Luxury Chains,The Montcalm Hotels,The Montcalm London,
4,Upper Midscale Chains,Monte Carlo Inns,Monte Carlo Inns,
6,Economy Chains,Motel 168,Home Inns Group,
6,Economy Chains,Motel 268,Home Inns Group,
6,Economy Chains,Motel 6,G6 Hospitality,
5,Midscale Chains,Motel One,Motel One Group,
4,Upper Midscale Chains,Motto by Hilton,Hilton Worldwide,
4,Upper Midscale Chains,MOXY,Marriott International,
3,Upscale Chains,MGM Muthu Hotels,MGM Muthu Hotels,
6,Economy Chains,My Home Hotel,My Home Hotel,
4,Upper Midscale Chains,My Place Hotels,My Place Hotels,
2,Upper Upscale Chains,Myhotel Hotels,My Hotels Group,
3,Upscale Chains,Mysk by Shaza,Shaza Hotels,
6,Economy Chains,NanYuan Inn,NanYuan Inns,
3,Upscale Chains,Zhejiang Narada,"Zhejiang Narada Hospitality Service Co., Ltd",
3,Upscale Chains,Zhejiang Narada Boutique Hotels AF,Zhejiang SSAW Hospitality Service Company,
6,Economy Chains,National 9,National 9 Inns,
3,Upscale Chains,Native,Native,
4,Upper Midscale Chains,nest HOTEL,"Nest Hotel Japan Corporation, Ltd.",
4,Upper Midscale Chains,nestor Hotel,GHOTEL Group,
3,Upscale Chains,Nesuto Hotels,Daiwa House Group,
6,Economy Chains,Nevsky Hotels,Nevsky Hotels Group,
3,Upscale Chains,New Century Grand Hotel,New Century Hotel Group,
4,Upper Midscale Chains,New Century Hotel,New Century Hotel Group,
4,Upper Midscale Chains,New Century Manju Hotels,New Century Hotel Group,
3,Upscale Chains,New Century Resort,New Century Hotel Group,
4,Upper Midscale Chains,New Hotel,New Hotel,
2,Upper Upscale Chains,New Otani Hotels,"New Otani Co., Ltd.",
2,Upper Upscale Chains,New World,Rosewood Hotel Group,
3,Upscale Chains,NH Hotels,Minor International,
2,Upper Upscale Chains,NH Collection,Minor International,
2,Upper Upscale Chains,NHOW,Minor International,
1,Luxury Chains,Niccolo,Wharf Hotels Management,
5,Midscale Chains,Nightcap Hotels AF,ALH Group,
4,Upper Midscale Chains,Nightcap Plus,ALH Group,
5,Midscale Chains,Nishitetsu Inn,"Nishi-Nippon Railroad Co., Ltd.",
5,Midscale Chains,Nite & Day Hotels,Milestone Pacific Hotel Group,
1,Luxury Chains,Nobu Hotels,Nobu Hotels,
3,Upscale Chains,Nova Hotels,Nova Hotels,
3,Upscale Chains,Novotel Hotels,Accor Hotels,
3,Upscale Chains,Novotel Suites,Accor Hotels,
5,Midscale Chains,Novum Hotels,Novum Management GmbH,
4,Upper Midscale Chains,Novum Select Hotels,Novum Management GmbH,
1,Luxury Chains,NOW Resorts & Spas,AMResorts,
5,Midscale Chains,NRMA Parks & Resorts AF,NRMA Parks & Resorts,
3,Upscale Chains,NYX Hotels,Sunflower Management GmbH & Co. KG,
3,Upscale Chains,Oaks Hotels & Resorts,Minor International,
2,Upper Upscale Chains,Oakwood Apartments,Oakwood Worldwide,
2,Upper Upscale Chains,Oakwood Premier,Oakwood Worldwide,
7,Independents,Oakwood Premier,Oakwood Worldwide,
3,Upscale Chains,Oakwood Residence,Oakwood Worldwide,
1,Luxury Chains,Oberoi Hotels,The Oberoi Group,
2,Upper Upscale Chains,O'Callaghan Hotels,O'Callaghan Collection,
4,Upper Midscale Chains,Hotel Occidental,Barcel¨® Hotel Group,
5,Midscale Chains,Oceania Hotel Escale,Oceania Hotels,
1,Luxury Chains,Oetker Collection,Oetker Hotel Collection,
4,Upper Midscale Chains,Oh!tels Hotels & Resorts,OH!TELS Hotels & Resorts,
4,Upper Midscale Chains,OHANA Hotels,Outrigger Hotels and Resorts,
2,Upper Upscale Chains,Okura Hotels,"Okura Nikko Hotel Management Co.,Ltd",
6,Economy Chains,Old English Inn,Greene King Inns,
3,Upscale Chains,Ole Hotels,Iberostar Group,
5,Midscale Chains,Omena Hotels,Omena Hotels,
2,Upper Upscale Chains,Omni,Omni Hotels & Resorts,
4,Upper Midscale Chains,On Vacation,On Vacation,
3,Upscale Chains,Ona Hotel,Ona Grup Vacations,
1,Luxury Chains,One & Only Resorts,Kerzner International Ltd,
6,Economy Chains,One Hoteles,Grupo Posadas,
5,Midscale Chains,Onomo Hotels,Onomo Hotels Group,
4,Upper Midscale Chains,Orange Hotel,Huazhu Hotels Group,
4,Upper Midscale Chains,OREA Hotel,Orea Hotels & Resorts,
3,Upscale Chains,Original Sokos Hotel,Sokos Hotels,
2,Upper Upscale Chains,Outrigger Resorts,Outrigger Hotels and Resorts,
3,Upscale Chains,Oxford Hotels & Inns,Oxford Hotels & Inns Management Ltd,
4,Upper Midscale Chains,Oxford Suites,Oxford Collection of Hotels,
6,Economy Chains,OYO Rooms,Oyo Rooms,
6,Economy Chains,OYO SilverKey Executive Stays,Oyo Rooms,
6,Economy Chains,OYO Townhouse,Oyo Rooms,
4,Upper Midscale Chains,OZO,Onyx Hospitality Group,
5,Midscale Chains,Palace Inn,Palace Inn Group,
1,Luxury Chains,Palace Resorts,Palace Resorts,
2,Upper Upscale Chains,Pan Pacific Hotel Group,Pan Pacific Hotels Group,
1,Luxury Chains,Paradisus Resorts,Meli¨¢ Hotels,
3,Upscale Chains,Paradores,Paradores,
3,Upscale Chains,Parc Hotels,Parc Hotels & Resorts,
1,Luxury Chains,Park Hyatt,Hyatt,
4,Upper Midscale Chains,Park Inn,Radisson Hotel Group,
3,Upscale Chains,Park Plaza,Radisson Hotel Group,
4,Upper Midscale Chains,Park Regis,Prince Hotels & Resorts,
5,Midscale Chains,Parkland Hotels & Resorts,Parkland Hotels & Resorts,
3,Upscale Chains,PARKROYAL,Pan Pacific Hotels Group,
6,Economy Chains,Passport Inns,"Hospitality International, Inc.",
6,Economy Chains,Pear Tree Inn,Drury Inns,
3,Upscale Chains,Pearl Continental Hotels,Hashoo Group,
4,Upper Midscale Chains,Penta,Rosewood Hotel Group,
2,Upper Upscale Chains,Peppers Hotels,Accor Hotels,
3,Upscale Chains,Pestana,Pestana Hotel Group,
3,Upscale Chains,Petit Palace Hotels,High Tech Hotels & Resorts SA,
5,Midscale Chains,Petul Apart Hotels,Petul Apart Hotels,
5,Midscale Chains,Piao Home Inn,Piao Home Inn,
4,Upper Midscale Chains,Playa Hoteles,Grupo Hoteles Playa S.A.,
3,Upscale Chains,Plaza Inn Hotels,Allia Hotels,
6,Economy Chains,Pod Inn,Pod Inns,
5,Midscale Chains,Point A Hotels,Queensway Group Ltd,
6,Economy Chains,POP! Hotel,Tauzia Hotels,
5,Midscale Chains,Prayag Hotels & Resorts,Prayag Hotels & Resorts Private Limited,
6,Economy Chains,Premier Inn,Whitbread Group,
5,Midscale Chains,Premier Inn ME&A,Whitbread Group,
3,Upscale Chains,PREMIER SUITES,Premier Apartments UK,
2,Upper Upscale Chains,PREMIER SUITES PLUS,Premier Apartments UK,
6,Economy Chains,Hotel Premiere Classe,Groupe du Louvre,
3,Upscale Chains,Prestige Hotel & Resort,Prestige Hotels & Resorts,
3,Upscale Chains,Pride Resorts,Pride Hotels & Resorts,
4,Upper Midscale Chains,Prima Hotels AF,Prima Hotels & Tourism Israel 1977 Ltd.,
3,Upscale Chains,Prince Hotels,Prince Hotels & Resorts,
4,Upper Midscale Chains,Princess,Princess,
5,Midscale Chains,prizeotel,Radisson Hotel Group,
4,Upper Midscale Chains,Prodomo,Prodomo Hotel,
3,Upscale Chains,Promenade Hoteis,Promenade Hoteis & Aparts,
4,Upper Midscale Chains,Protea Hotel,Marriott International,
2,Upper Upscale Chains,Pullman,Accor Hotels,
4,Upper Midscale Chains,Punthill,Veriu Hotels & Suites,
2,Upper Upscale Chains,QT Hotels & Resorts,EVENT Hospitality,
4,Upper Midscale Chains,Quality,"Choice Hotels International, Inc.",
5,Midscale Chains,Quality Inn,"Choice Hotels International, Inc.",
4,Upper Midscale Chains,Quality Hotel & Resort,"Choice Hotels International, Inc.",
6,Economy Chains,Quantum Hotel Group,Quantum Hotel Group,
1,Luxury Chains,Quay,Accor Hotels,
4,Upper Midscale Chains,Qubus Hotels,Qubus Hotels,
3,Upscale Chains,Quest Apartment Hotels,The Ascott Group,
6,Economy Chains,Quest Hotels,Archipelago International,
2,Upper Upscale Chains,Quinta Real,Grupo Real Turismo 2,
5,Midscale Chains,R&B Hotel,Washington Hotel Corporation,
5,Midscale Chains,RAC Parks & Resorts,Royal Automobile Club of WA,
3,Upscale Chains,Radisson,Radisson Hotel Group,
2,Upper Upscale Chains,Radisson Blu,Radisson Hotel Group,
2,Upper Upscale Chains,Radisson Collection,Radisson Hotel Group,
2,Upper Upscale Chains,Radisson RED,Radisson Hotel Group,
1,Luxury Chains,Raffles,Accor Hotels,
5,Midscale Chains,Ramada,Wyndham Hotels & Resorts,
4,Upper Midscale Chains,Ramada Plaza,Wyndham Hotels & Resorts,
2,Upper Upscale Chains,Rayhaan Hotels & Resorts,Rotana Hotels,
5,Midscale Chains,Real de Minas,Hotel Real de Minas,
4,Upper Midscale Chains,Real Inn,Grupo Real Turismo 2,
1,Luxury Chains,Red Carnation,Red Carnation Hotels,
6,Economy Chains,Red Carpet Inns,"Hospitality International, Inc.",
6,Economy Chains,Red Fox Hotels,Lemon Tree Hotels Limited,
4,Upper Midscale Chains,Red Lion Hotel,RLH Corporation,
5,Midscale Chains,Red Lion Inn & Suites,RLH Corporation,
6,Economy Chains,Red Planet Hotels,Red Planet Hotels,
6,Economy Chains,Red Roof Inn,Westmont Hospitality Group,
4,Upper Midscale Chains,Reflections Holiday Parks,Reflections Holiday Parks,
3,Upscale Chains,Regal Hotels International,Regal Hotels International,
2,Upper Upscale Chains,Regalia Hotel,Regalia Group,
1,Luxury Chains,Regent Hotels,IHG Hotels & Resorts,
5,Midscale Chains,Regenta,Royal Orchid Hotels,
4,Upper Midscale Chains,Reikartz Hotels & Resorts,Reikartz Hotels & Resorts,
6,Economy Chains,RelaxInnz,Dominion Hospitality,
4,Upper Midscale Chains,relexa Hotels,Relexa Hotels,
2,Upper Upscale Chains,Renaissance,Marriott International,
3,Upscale Chains,Rendezvous Hotels,Toga Far East Hotels,
3,Upscale Chains,Residence Inn,Marriott International,
5,Midscale Chains,Resol Hotel & Resort,Resol Hotel & Resort,
3,Upscale Chains,Resta,Resta Hotels & Resorts,
3,Upscale Chains,Revere Pub Company,Marston's plc,
3,Upscale Chains,Rezen Hotels,"Rezen Technologies (Shanghai) Co., Ltd.",
5,Midscale Chains,Rezen Dong Hotels,"Rezen Technologies (Shanghai) Co., Ltd.",
4,Upper Midscale Chains,Rezen Retreat,"Rezen Technologies (Shanghai) Co., Ltd.",
4,Upper Midscale Chains,Rezen Select Hotels,"Rezen Technologies (Shanghai) Co., Ltd.",
4,Upper Midscale Chains,Richmond Hotels,"RNT Hotels Co., Ltd",
3,Upscale Chains,Rimonim Hotels & Resorts,Rimonim Hotels & Resorts,
4,Upper Midscale Chains,Ringhotels,Ringhotels,
1,Luxury Chains,Ritz-Carlton,Marriott International,
3,Upscale Chains,RIU Hotel,Riu Hotels & Resorts,
2,Upper Upscale Chains,RIU Palace,Riu Hotels & Resorts,
3,Upscale Chains,RIU Plaza,Riu Hotels & Resorts,
2,Upper Upscale Chains,Rixos,Accor Hotels,
6,Economy Chains,Road Lodge,City Lodge Hotels,
6,Economy Chains,Robert Parker Collection,Robert Parker Collection,
3,Upscale Chains,Robinson Club GMBH,Tui Group,
6,Economy Chains,Robinsons Hotels & Resorts,Robinsons Land Corporation,
5,Midscale Chains,Roc Hotels,ROC Hotels,
3,Upscale Chains,Rochester Hotels,Rochester Hotels,
1,Luxury Chains,RockResorts,RockResorts,
2,Upper Upscale Chains,Roda Hotels & Resorts,Roda Hotels Management LLC,
4,Upper Midscale Chains,Rodd Hotels & Resorts,Rodd Hotels & Resorts,
5,Midscale Chains,Rode Inn Motels,Rode Inn Motels,
6,Economy Chains,Rodeway Inn,"Choice Hotels International, Inc.",
3,Upscale Chains,Room Mate Hotels,Room Mate Group,
4,Upper Midscale Chains,Roomzzz Aparthotel,The Parklane Group,
1,Luxury Chains,Rosewood,Rosewood Hotel Group,
2,Upper Upscale Chains,Rotana,Rotana Hotels,
4,Upper Midscale Chains,Route Inn,Route Inn,
4,Upper Midscale Chains,Rove Hotels,Emaar Hospitality Group,
2,Upper Upscale Chains,Royal Hideaway Luxury Hotels & Resorts,Barcel¨® Hotel Group,
4,Upper Midscale Chains,Royal Orchid Central,Royal Orchid Hotels,
3,Upscale Chains,Royal Orchid Resorts & Heritage Hotels,Royal Orchid Hotels,
5,Midscale Chains,Royal Orchid Suites,Royal Orchid Hotels,
2,Upper Upscale Chains,Royal Sonesta,Sonesta,
4,Upper Midscale Chains,Royal Tulip Hotels,Groupe du Louvre,
1,Luxury Chains,Royalton Luxury Resorts,Blue Diamond Resorts,
3,Upscale Chains,Ruby Hotels & Resorts,Ruby Hotels & Resorts GmbH,
3,Upscale Chains,Rydges Hotels & Resorts,EVENT Hospitality,
3,Upscale Chains,SACO The Service Apartment Company,Edyn Group,
5,Midscale Chains,Sahid Hotels & Resorts,Sahid Hotels & Resorts,
4,Upper Midscale Chains,SANA,SANA,
1,Luxury Chains,Sandals,Sandals Resorts International Limited,
5,Midscale Chains,Sandman,Northland Properties,
3,Upscale Chains,Sandman Signature,Northland Properties,
3,Upscale Chains,Sandton Hotels,International Hotel Management Group B.V.,
